long,lat,height-above-ellipsoid
9.9775806,47.0720789,2193.1
9.9774788,47.0721381,2192.7
9.977369,47.0721864,2192.8
9.9772633,47.0722312,2192.7
9.9771646,47.0722815,2191.2
9.9770772,47.0723377,2190.6
9.9769924,47.0723945,2190.4
9.9769062,47.0724457,2191.1
9.9768219,47.0724934,2191.2
9.9767349,47.0725383,2190.6
9.9766477,47.0725795,2189.7
9.9765632,47.0726203,2188.7
9.9764847,47.0726573,2189.2
9.9764124,47.0726885,2189.5
9.9763283,47.0727038,2188.2
9.9762305,47.072695,2187.4
9.976133,47.0726711,2187.3
9.9760322,47.0726408,2187.4
9.9759278,47.0726015,2188.0
9.9758295,47.072551,2188.7
9.9757427,47.0724913,2189.7
9.9756661,47.0724263,2190.8
9.9755958,47.0723565,2191.7
9.9755241,47.0722878,2192.8
9.9754467,47.0722245,2193.6
9.9753632,47.0721653,2193.2
9.9752765,47.072107,2193.1
9.9751913,47.0720525,2193.8
9.9751074,47.0719982,2194.6
9.9750178,47.0719436,2194.9
9.9749142,47.0718951,2194.9
9.9748021,47.0718571,2195.1
9.9746906,47.0718286,2195.5
9.9745818,47.0718078,2196.0
9.9744747,47.0717986,2196.5
9.9743866,47.0718203,2196.3
9.9743536,47.0718745,2195.5
9.9743922,47.071936,2194.6
9.9744827,47.0719817,2194.0
9.9745964,47.0720045,2193.7
9.9747245,47.0720017,2193.7
9.9748607,47.07198,2194.4
9.9749981,47.0719562,2195.8
9.9751338,47.071949,2197.6
9.9752582,47.071966,2199.0
9.9753662,47.0720069,2199.5
9.9754558,47.0720625,2199.6
9.9755328,47.0721237,2199.6
9.975609,47.0721885,2200.2
9.9756875,47.0722569,2201.5
9.9757628,47.0723193,2203.5
9.9758501,47.0723635,2205.0
9.9759533,47.0723748,2205.3
9.9760332,47.0723358,2205.9
9.9760372,47.0722798,2207.1
9.9759801,47.0722381,2206.3
9.975893,47.0722238,2205.6
9.9758083,47.0722438,2206.7
9.9757688,47.0722896,2207.8
9.9758036,47.0723395,2207.3
9.9759033,47.0723603,2206.5
9.9760123,47.0723353,2207.3
9.9760633,47.072281,2209.0
9.9760401,47.0722299,2209.3
9.9759686,47.0722034,2209.0
9.9758798,47.072207,2209.4
9.9757906,47.0722198,2210.8
9.9757174,47.0722016,2211.5
9.9756932,47.0721442,2210.5
9.9757476,47.07208,2210.3
9.9758456,47.0720613,2211.4
9.9759229,47.072095,2211.8
9.9759636,47.0721574,2211.2
9.9759514,47.072225,2211.7
9.9758906,47.0722606,2212.4
9.9758173,47.0722423,2211.6
9.975769,47.0721814,2210.8
9.9757596,47.0721013,2210.9
9.9757895,47.0720193,2212.2
9.975848,47.0719506,2215.1
9.975914,47.0719259,2218.2
9.9759714,47.0719519,2218.7
9.975974,47.0720047,2217.9
9.9759225,47.0720563,2218.0
9.9758426,47.0720829,2218.3
9.9757613,47.0720658,2217.9
9.9756936,47.0720124,2217.3
9.9756465,47.0719385,2217.1
9.9755953,47.0718584,2216.9
9.9755157,47.0717897,2217.2
9.9754204,47.0717395,2217.9
9.9753245,47.0717017,2218.1
9.9752263,47.071668,2217.7
9.975122,47.0716405,2217.1
9.9750157,47.0716262,2217.3
9.974912,47.07162,2217.1
9.9748115,47.0716218,2216.8
9.974716,47.0716356,2216.5
9.9746192,47.0716472,2215.9
9.9745179,47.0716366,2215.4
9.9744187,47.0716006,2215.1
9.9743179,47.0715517,2215.0
9.9742053,47.0715087,2215.4
9.9740859,47.071478,2215.7
9.9739701,47.0714608,2216.0
9.9738583,47.071456,2216.0
9.9737476,47.0714574,2215.5
9.9736363,47.0714484,2214.9
9.9735242,47.0714236,2214.1
9.9484584,47.0229334,2067.2
9.9483657,47.0228442,2067.0
9.948272,47.0227529,2067.0
9.9481791,47.0226602,2066.7
9.9480934,47.0225648,2066.4
9.9480186,47.0224688,2066.2
9.9479486,47.02237,2065.9
9.9478755,47.0222686,2065.9
9.9477991,47.0221664,2065.7
9.9477206,47.0220646,2065.7
9.9476402,47.0219627,2065.4
9.947564,47.0218612,2064.9
9.9474928,47.0217618,2064.3
9.947426,47.0216645,2063.7
9.9473541,47.0215686,2062.9
9.9472696,47.0214743,2062.2
9.9471772,47.0213825,2062.4
9.9470811,47.0212939,2062.3
9.946986,47.0212084,2062.1
9.9468922,47.0211284,2061.6
9.9467975,47.0210566,2061.1
9.9466982,47.020994,2060.8
9.9465886,47.0209366,2059.8
9.9464733,47.0208727,2059.3
9.9463632,47.0208002,2059.3
9.9462566,47.020727,2059.4
9.9461523,47.0206542,2059.4
9.9460511,47.0205814,2058.8
9.9459529,47.020509,2058.2
9.945858,47.0204379,2057.7
9.9457642,47.0203705,2057.0
9.9456672,47.0203081,2056.2
9.9455686,47.0202459,2055.4
9.9454741,47.0201799,2054.8
9.9453861,47.0201087,2054.5
9.9452986,47.0200318,2054.0
9.9452068,47.0199521,2053.7
9.9451104,47.0198728,2053.7
9.9450082,47.0197981,2053.8
9.9448997,47.0197316,2054.2
9.9447868,47.0196735,2054.1
9.9446758,47.0196256,2053.8
9.9445694,47.0195927,2053.2
9.9444676,47.0195782,2052.3
9.9443696,47.0195767,2051.5
9.9442795,47.0195837,2050.8
9.9441934,47.0195937,2050.1
9.9441001,47.019592,2049.3
9.9439936,47.0195671,2048.8
9.9438834,47.0195176,2048.8
9.9437827,47.0194481,2048.7
9.9436951,47.0193625,2048.6
9.9436219,47.0192648,2048.7
9.9435596,47.0191583,2048.6
9.9435012,47.0190484,2048.6
9.9434434,47.0189379,2048.5
9.9433838,47.0188291,2048.0
9.9433197,47.018724,2047.3
9.9432508,47.0186229,2046.6
9.9431775,47.0185238,2046.0
9.9430971,47.0184245,2046.0
9.9430113,47.0183266,2046.1
9.9429242,47.0182291,2046.4
9.9428392,47.0181284,2046.1
9.9427619,47.0180243,2045.6
9.9426931,47.0179201,2045.2
9.9426272,47.0178155,2045.1
9.9425596,47.01771,2045.2
9.9424883,47.0176039,2045.1
9.9424162,47.0174982,2045.3
9.9423447,47.0173914,2045.3
9.9422737,47.0172843,2044.7
9.9422051,47.0171781,2044.0
9.942139,47.0170731,2043.4
9.942076,47.0169698,2043.0
9.9420115,47.0168634,2042.6
9.9419419,47.0167539,2042.4
9.9418656,47.0166439,2042.2
9.9417852,47.0165348,2042.4
9.9417048,47.0164258,2042.6
9.9416284,47.0163184,2042.6
9.9415573,47.0162144,2042.4
9.9414926,47.0161096,2042.6
9.9414337,47.0160009,2042.5
9.9413759,47.0158881,2042.7
9.9413156,47.0157736,2042.6
9.9412498,47.0156591,2042.6
9.9411813,47.015545,2042.2
9.9411128,47.0154327,2041.7
9.9410438,47.0153231,2040.9
9.9409742,47.0152167,2040.7
9.9409008,47.0151099,2040.4
9.9408193,47.0150035,2040.6
9.9407321,47.0148999,2040.8
9.9406448,47.0147964,2041.2
9.9405594,47.0146925,2041.2
9.940476,47.0145901,2040.7
9.9403894,47.0144911,2039.3
9.9402915,47.0143982,2037.5
9.9401834,47.0143147,2036.4
9.9400731,47.0142412,2036.3
9.9399644,47.0141684,2036.0
9.9398621,47.014086,2036.0
9.9397686,47.0139926,2035.5
9.9396831,47.013892,2034.5
9.9396032,47.0137888,2033.2
9.9395272,47.0136861,2032.1
9.9394554,47.013581,2030.9
9.9393808,47.013473,2029.2
9.9392965,47.0133661,2027.8
9.9392042,47.0132669,2027.2
9.9391132,47.0131774,2027.0
9.9390204,47.013092,2027.2
9.9389278,47.0130128,2028.7
9.9388402,47.0129427,2030.2
9.9387583,47.0128748,2030.8
9.9386758,47.0128054,2030.9
9.9385862,47.0127433,2031.1
9.9384881,47.0126961,2031.0
9.9383838,47.0126658,2030.7
9.906783,46.9791501,1933.2
9.9067807,46.9791508,1933.5
9.9067829,46.9791511,1933.7
9.9067886,46.9791508,1933.5
9.9067907,46.9791502,1933.5
9.9047445,46.9588897,1946.7
9.9047549,46.9588805,1946.5
9.9047594,46.9588721,1945.9
9.904758,46.9588709,1946.1
9.9047525,46.9588729,1945.9
9.904743,46.9588712,1945.1
9.9047356,46.9588694,1944.5
9.9039102,46.9514317,1967.7
9.9039218,46.9514236,1966.8
9.903921,46.95142,1966.4
9.9039247,46.9514143,1966.0
9.9039305,46.9514146,1966.3
9.9087212,46.9393208,1942.1
9.9087225,46.9393346,1943.4
9.9087239,46.9393494,1944.7
9.9087244,46.9393621,1945.5
9.9087256,46.939366,1945.9
9.9087252,46.9393652,1946.0
9.9087241,46.9393625,1945.9
9.9087239,46.939363,1945.8
9.9087241,46.939366,1946.5
9.9103283,46.9349621,1904.9
9.9103933,46.9350713,1909.5
9.9104422,46.9351576,1914.4
9.9104751,46.9352223,1918.0
9.9105018,46.9352695,1920.0
9.9115365,46.930607,1922.1
9.9115241,46.9306014,1921.8
9.9114937,46.9305579,1921.2
9.9114553,46.9305009,1920.8
9.9114281,46.9304578,1919.2
9.9114253,46.9304573,1917.7
9.9114471,46.9305045,1917.0
9.9114666,46.930544,1916.8
9.9114859,46.9305863,1917.1
9.9114927,46.9305985,1916.3
9.9134416,46.9296074,1950.3
9.9134397,46.929605,1950.2
9.9134367,46.9296051,1950.0
9.9134327,46.9296053,1949.6
9.9134301,46.9296047,1949.4
9.9094221,46.9378423,1932.5
9.9094212,46.9378344,1932.8
9.9094224,46.9378267,1933.3
9.9094234,46.9378202,1933.7
9.909424,46.9378118,1934.0
9.9094283,46.9378347,1949.1
9.9094275,46.9378335,1948.6
9.9094262,46.9378341,1948.6
9.9094268,46.9378376,1948.9
9.9094267,46.9378398,1948.6
9.9094502,46.9378189,1950.9
9.9094471,46.9378182,1950.1
9.9094427,46.9378157,1948.0
9.9094442,46.9378135,1947.4
9.9094434,46.9378132,1946.0
9.9105991,46.936383,1880.0
9.9106103,46.9363814,1881.5
9.9106244,46.9363796,1883.2
9.9106352,46.9363799,1884.6
9.9106486,46.9363783,1886.2
9.902609,46.9455686,2085.8
9.9026103,46.9455686,2085.3
9.9026112,46.9455683,2084.9
9.902609,46.9455681,2084.3
9.902611,46.9455674,2084.0
9.9026387,46.9455683,2086.3
9.9026347,46.9455694,2086.6
9.9026316,46.9455717,2086.8
9.9026313,46.9455729,2087.1
9.902636,46.9455704,2087.3
9.9022502,46.9458376,2115.9
9.9022644,46.9458412,2115.6
9.9022733,46.9458501,2114.0
9.9022814,46.9458571,2112.8
9.9022906,46.9458486,2114.6
9.9023023,46.9458254,2119.6
9.9023184,46.9458013,2124.9
9.9010686,46.9465008,2099.8
9.9010532,46.9465106,2099.8
9.9010739,46.946497,2099.9
9.9010603,46.9465104,2100.1
9.9010549,46.9465174,2100.1
9.9010063,46.946574,2109.8
9.9010135,46.9465532,2107.1
9.9010217,46.9465297,2103.9
9.9010174,46.9465269,2102.6
9.9010163,46.9465258,2102.0
9.9009148,46.9464899,2094.8
9.9009195,46.9464951,2096.3
9.9009209,46.9464987,2097.0
9.9009228,46.9465018,2097.7
9.9009227,46.9465042,2098.5
9.9008874,46.9463647,2068.3
9.9008954,46.9463657,2069.1
9.9008964,46.9463662,2069.3
9.9008985,46.9463674,2069.7
9.9009011,46.9463682,2070.0
9.8963801,46.9441357,2696.3
9.8962997,46.9440714,2697.1
9.8962161,46.9440207,2697.5
9.8961431,46.9439676,2697.0
9.8960678,46.9439083,2696.3
9.8960018,46.9438355,2695.5
9.8959339,46.9437503,2693.4
9.8958347,46.9436684,2692.6
9.8956923,46.9436188,2694.2
9.8955663,46.9435731,2693.1
9.8954377,46.9435271,2693.1
9.8953124,46.9434723,2689.7
9.8951593,46.9434112,2684.9
9.8949988,46.9433465,2687.0
9.8948814,46.9432951,2690.1
9.8947928,46.9432447,2690.2
9.8947012,46.9431756,2688.9
9.8946101,46.94309,2688.0
9.894535,46.9429982,2688.3
9.8944776,46.9429138,2691.1
9.8944104,46.9428565,2693.5
9.8943406,46.9428194,2694.9
9.8942531,46.942815,2695.6
9.8941825,46.9428596,2695.0
9.8941919,46.9429388,2693.8
9.8942802,46.9430045,2694.6
9.8943853,46.9430101,2696.9
9.8944551,46.9429604,2697.5
9.8944351,46.9428892,2697.4
9.89434,46.9428378,2699.9
9.8942298,46.9428327,2702.2
9.8941574,46.9428786,2702.9
9.8941762,46.9429457,2703.4
9.8942667,46.942985,2704.3
9.8943633,46.9429681,2705.9
9.8944101,46.9429044,2707.7
9.8943793,46.9428361,2709.9
9.8942887,46.9428182,2710.8
9.8941675,46.9428569,2711.2
9.894109,46.9429351,2713.0
9.8941574,46.9430068,2715.0
9.8942553,46.9430406,2717.2
9.8943321,46.9430126,2718.3
9.8943452,46.9429425,2718.7
9.8943025,46.9428702,2720.9
9.8942258,46.9428123,2723.2
9.8941145,46.9427915,2725.4
9.8940282,46.9428283,2727.1
9.8940273,46.9428866,2728.0
9.8940903,46.9429135,2729.6
9.8941541,46.94289,2731.6
9.8941583,46.9428378,2733.1
9.8940785,46.9428067,2734.6
9.8939736,46.9428361,2736.3
9.893934,46.9429025,2738.2
9.8939708,46.9429503,2739.9
9.8940411,46.9429558,2741.9
9.8941003,46.9429264,2743.4
9.8940989,46.9428736,2744.5
9.8940193,46.9428412,2744.7
9.8939089,46.9428717,2744.7
9.893844,46.9429519,2745.9
9.8938505,46.9430304,2749.0
9.8938998,46.9430744,2751.2
9.8939607,46.9430709,2751.2
9.8939772,46.9430232,2747.5
9.8939388,46.9429344,2741.7
9.8938669,46.9428296,2744.4
9.893759,46.9427656,2750.5
9.8936432,46.9427338,2753.3
9.8935391,46.9427047,2755.1
9.8934276,46.9426852,2755.3
9.8933104,46.9426611,2755.6
9.893227,46.9426117,2756.2
9.8931913,46.942547,2756.3
9.8931827,46.9424782,2757.0
9.89319,46.9424161,2758.6
9.8932152,46.9423544,2760.2
9.8932568,46.9422936,2760.9
9.8933288,46.9422349,2761.6
9.8934283,46.9422104,2764.2
9.8935202,46.9422409,2765.7
9.893581,46.9423163,2765.7
9.8935756,46.9424091,2766.2
9.8935012,46.9424776,2766.4
9.8933924,46.9424951,2765.4
9.8933019,46.9424593,2765.0
9.8932478,46.9424,2764.4
9.8932409,46.9423238,2764.1
9.8932731,46.942245,2765.1
9.8933068,46.9421739,2767.8
9.8933249,46.9421136,2770.9
9.8933824,46.9420786,2772.5
9.8934875,46.9420947,2772.1
9.8935636,46.9421636,2771.7
9.8935559,46.9422421,2771.1
9.8934819,46.9422948,2771.4
9.8933849,46.9423193,2773.2
9.8932944,46.9423208,2775.4
9.8932337,46.9422921,2775.5
9.8932206,46.9422252,2775.0
9.8932011,46.9421501,2776.8
9.8931452,46.9421009,2778.7
9.8930623,46.9420782,2779.6
9.89297,46.9420607,2780.4
9.8928772,46.9420453,2781.3
9.8927783,46.9420271,2781.6
9.8926748,46.9420024,2783.4
9.8925832,46.941973,2784.8
9.8924912,46.9419525,2785.6
9.8923942,46.9419411,2786.5
9.8923091,46.9419163,2787.4
9.892236,46.9418791,2787.9
9.8921561,46.9418407,2788.1
9.892071,46.941809,2789.1
9.8919903,46.9417837,2790.6
9.8919113,46.9417618,2791.4
9.8918318,46.9417312,2791.4
9.891746,46.941698,2792.1
9.8916551,46.9416798,2792.3
9.8574022,46.8901525,2435.4
9.8573441,46.8900685,2435.0
9.857293,46.8899851,2434.2
9.8572394,46.8899,2433.0
9.8571819,46.8898138,2432.0
9.8571205,46.8897322,2431.6
9.8570479,46.8896536,2431.3
9.8569673,46.8895771,2430.9
9.8568828,46.8894988,2430.3
9.8567954,46.889418,2429.6
9.8567094,46.8893345,2428.9
9.8566285,46.8892505,2427.9
9.8565543,46.8891633,2426.8
9.8564875,46.8890745,2425.6
9.8564254,46.8889844,2424.2
9.8563647,46.8888926,2422.7
9.8563015,46.8887986,2421.2
9.8562338,46.8887056,2420.4
9.8561605,46.8886181,2420.0
9.8560821,46.8885365,2420.0
9.8559953,46.888455,2419.4
9.8559044,46.8883708,2418.1
9.8558136,46.8882867,2416.8
9.8557245,46.8882031,2415.9
9.8556376,46.888122,2415.0
9.855552,46.8880418,2413.9
9.8554702,46.8879607,2413.0
9.8553946,46.8878795,2412.2
9.8553231,46.8877965,2410.9
9.8552511,46.8877128,2409.8
9.8551746,46.8876312,2409.0
9.8550947,46.8875535,2408.7
9.8550151,46.8874791,2408.6
9.8549336,46.8874035,2408.3
9.8548451,46.8873245,2407.6
9.8547533,46.8872474,2407.1
9.8546588,46.8871739,2406.7
9.8545626,46.887103,2406.0
9.8544671,46.8870322,2405.5
9.8543782,46.886962,2405.2
9.8543028,46.8868892,2405.2
9.8542396,46.8868088,2405.4
9.8541863,46.8867245,2404.8
9.8541296,46.8866361,2403.0
9.854069,46.886543,2401.3
9.8540108,46.886448,2400.1
9.8539527,46.8863538,2399.0
9.8538939,46.8862618,2398.1
9.8538339,46.8861724,2397.2
9.8537724,46.8860859,2396.4
9.8537098,46.8860037,2396.0
9.8536479,46.8859241,2395.4
9.8535864,46.885845,2394.4
9.8535235,46.885765,2392.9
9.85346,46.8856815,2391.4
9.853398,46.885596,2390.6
9.8533369,46.8855093,2390.2
9.8532743,46.8854206,2389.5
9.8532071,46.8853273,2388.7
9.8531367,46.8852316,2387.5
9.8530666,46.8851361,2386.5
9.8529963,46.8850421,2385.6
9.8529251,46.8849504,2384.6
9.8528559,46.8848605,2383.8
9.8527895,46.884772,2383.1
9.8527234,46.884686,2382.3
9.8526568,46.8846003,2381.5
9.8525895,46.8845147,2381.0
9.8525194,46.8844305,2380.7
9.8524441,46.8843481,2380.4
9.8523639,46.8842625,2380.2
9.8522848,46.8841737,2380.0
9.8522077,46.8840827,2380.1
9.8521312,46.8839903,2379.2
9.8520558,46.8838964,2377.6
9.8519795,46.8838007,2376.4
9.8518977,46.8837078,2375.6
9.8518127,46.883621,2375.5
9.8517299,46.8835414,2375.6
9.851649,46.8834617,2375.7
9.8515715,46.8833789,2375.1
9.8515035,46.8832915,2374.1
9.8514456,46.8832012,2373.3
9.8513908,46.8831113,2372.6
9.8513343,46.8830246,2371.9
9.8512748,46.8829395,2370.8
9.8512126,46.8828544,2369.9
9.8511497,46.8827727,2369.6
9.8510823,46.8826923,2369.6
9.8510094,46.882611,2369.4
9.8509376,46.8825263,2369.2
9.8508715,46.8824381,2368.5
9.8508108,46.882349,2367.8
9.8507517,46.8822611,2367.3
9.8506923,46.8821753,2366.7
9.8506355,46.8820914,2366.3
9.8505848,46.8820073,2366.1
9.8505418,46.8819224,2366.1
9.8505011,46.8818336,2366.3
9.8504575,46.8817421,2365.9
9.8504102,46.8816496,2365.2
9.8503594,46.8815569,2364.5
9.8503066,46.8814655,2363.6
9.8502513,46.8813739,2362.3
9.8501946,46.8812823,2361.1
9.8501366,46.8811915,2360.1
9.8500752,46.8811038,2359.3
9.8500102,46.8810191,2358.4
9.8499432,46.8809355,2357.5
9.849877,46.8808527,2356.3
9.8498124,46.8807671,2354.8
9.8497486,46.8806788,2353.5
9.8496847,46.8805895,2352.0
9.8496203,46.8804984,2350.3
9.849557,46.8804047,2349.0
9.849497,46.8803105,2347.8
9.8494348,46.8802169,2346.9
9.8493663,46.8801248,2346.3
9.8492905,46.8800346,2346.2
9.8492121,46.8799462,2346.0
9.8141471,46.8614027,2292.5
9.8141472,46.8614011,2292.4
9.8141483,46.8614006,2292.3
9.8141457,46.8613953,2291.8
9.8141433,46.8613979,2291.8
9.8014798,46.8551503,2295.9
9.8014526,46.8551459,2290.6
9.8014292,46.8551422,2286.1
9.8014136,46.8551406,2284.0
9.8013992,46.8551406,2282.6
9.8013698,46.8551354,2268.7
9.8013646,46.855137,2268.2
9.8013591,46.8551381,2267.8
9.8013565,46.8551395,2267.9
9.8013553,46.85514,2267.9
9.7918785,46.8556422,2521.3
9.7918531,46.8555884,2522.1
9.7918811,46.8555345,2522.2
9.7919351,46.8554869,2523.1
9.7919857,46.8554382,2523.3
9.791989,46.8553819,2522.6
9.7919338,46.8553328,2522.8
9.7918552,46.8552967,2523.7
9.7917826,46.855264,2525.2
9.7917376,46.8552216,2525.8
9.7917595,46.8551711,2525.5
9.791848,46.8551395,2525.3
9.7919584,46.8551395,2525.7
9.792065,46.8551702,2526.1
9.7921515,46.8552296,2526.1
9.7922063,46.8553075,2526.1
9.7922018,46.8553864,2525.7
9.7921333,46.8554432,2525.3
9.7920379,46.8554729,2526.2
9.7919498,46.8554831,2528.0
9.7918747,46.8554794,2529.4
9.791833,46.8554502,2530.1
9.7918622,46.8554069,2530.8
9.7919524,46.8553916,2532.5
9.7920425,46.8554299,2534.0
9.7920708,46.8555036,2533.9
9.7920122,46.855555,2533.6
9.7919205,46.8555589,2534.5
9.7918488,46.8555321,2536.0
9.7918217,46.8554905,2537.5
9.7918518,46.8554488,2538.7
9.7919304,46.8554233,2540.2
9.7920244,46.8554376,2541.8
9.7920871,46.8554971,2542.9
9.792074,46.8555728,2542.4
9.7919848,46.8556227,2543.4
9.7918836,46.8556281,2545.1
9.7918118,46.8556011,2546.4
9.7917817,46.8555562,2547.9
9.7917984,46.8555117,2550.0
9.7918329,46.8554715,2551.5
9.7918181,46.8554362,2551.0
9.7917392,46.8554284,2550.4
9.7916405,46.855461,2551.1
9.791564,46.8555222,2551.6
9.7915445,46.8555998,2551.8
9.7915923,46.8556699,2552.2
9.7916815,46.855713,2553.1
9.7917792,46.855724,2554.2
9.7918651,46.855706,2555.2
9.7919252,46.8556654,2556.3
9.7919431,46.8556119,2557.6
9.7918986,46.8555727,2559.1
9.7918129,46.8555803,2560.1
9.7917483,46.855636,2560.9
9.7917476,46.8557087,2561.3
9.7918125,46.8557656,2561.5
9.7919117,46.8557918,2562.4
9.7920126,46.8557905,2563.7
9.7920976,46.8557665,2564.9
9.7921479,46.855722,2565.8
9.7921414,46.8556717,2567.2
9.7920779,46.8556478,2568.5
9.791999,46.8556773,2569.8
9.7919663,46.8557482,2571.4
9.7920094,46.8558168,2572.9
9.7921009,46.8558395,2573.7
9.7921869,46.8558136,2574.4
9.792229,46.855762,2576.3
9.7922183,46.8557123,2578.5
9.7921609,46.8556854,2580.0
9.792079,46.8557029,2581.1
9.7920315,46.8557668,2583.6
9.7920601,46.8558334,2585.9
9.7921462,46.855864,2586.7
9.7922419,46.8558477,2587.8
9.7923125,46.8558035,2589.8
9.7923404,46.855753,2591.5
9.7923097,46.8557105,2592.1
9.7922298,46.8557023,2592.6
9.7921477,46.8557405,2593.1
9.7921082,46.8558127,2594.5
9.7921154,46.8558923,2596.7
9.7921611,46.8559566,2598.8
9.7922447,46.8559848,2599.6
9.7923331,46.8559641,2599.9
9.7923913,46.855912,2601.3
9.7923835,46.8558622,2602.5
9.7923107,46.8558456,2603.1
9.7922192,46.855874,2603.6
9.7921569,46.855939,2604.9
9.7921462,46.8560168,2606.6
9.79219,46.8560881,2608.1
9.7922363,46.8561606,2609.1
9.7922148,46.8562333,2609.8
9.7921578,46.8563046,2611.7
9.7921358,46.8563801,2613.4
9.7921801,46.8564434,2614.0
9.7922654,46.8564632,2614.1
9.7923411,46.8564314,2614.8
9.7923856,46.8563791,2616.9
9.7923942,46.8563281,2618.9
9.7923966,46.8562774,2621.2
9.7924449,46.8562447,2623.1
9.7925313,46.8562628,2623.2
9.7926036,46.8563285,2623.9
9.7926339,46.8564107,2626.0
9.792624,46.8564877,2628.3
9.7925671,46.856543,2629.9
9.7924818,46.8565557,2631.2
9.7924126,46.8565277,2633.0
9.7923924,46.8564795,2635.1
9.7924347,46.8564397,2637.0
9.7925212,46.8564313,2638.4
9.7926166,46.8564596,2639.6
9.7926944,46.8565178,2640.6
9.7927286,46.8565946,2641.7
9.7927139,46.8566721,2644.0
9.7926689,46.8567371,2645.9
9.7926013,46.8567889,2647.4
9.792285,46.8555627,2647.9
9.7540535,46.8279587,2493.7
9.7539591,46.8279209,2494.5
9.753849,46.8279161,2495.8
9.7537551,46.8279491,2496.7
9.7537117,46.8280146,2496.9
9.7537428,46.8280782,2496.6
9.7538285,46.8281077,2496.6
9.753925,46.8281012,2497.6
9.7540059,46.8280745,2499.0
9.7540782,46.8280465,2500.3
9.754156,46.82804,2500.1
9.7542284,46.8280768,2499.6
9.7542742,46.8281424,2500.0
9.7542838,46.8282138,2500.4
9.754265,46.8282896,2500.8
9.754239,46.8283645,2501.5
9.7541807,46.8284244,2502.2
9.7540856,46.8284566,2502.7
9.7539902,46.8284444,2503.6
9.75393,46.8283974,2504.7
9.7539217,46.8283441,2505.4
9.7539727,46.8283096,2504.9
9.7540619,46.8283109,2504.6
9.7541517,46.8283442,2505.5
9.7542281,46.8283911,2507.2
9.7542834,46.8284439,2508.8
9.7542916,46.8285063,2509.2
9.7542258,46.8285546,2509.1
9.7541227,46.8285631,2509.9
9.7540381,46.8285347,2510.8
9.753998,46.8284811,2511.2
9.7540082,46.8284232,2512.2
9.7540588,46.8283838,2513.1
9.7541341,46.828369,2514.0
9.7542205,46.8283738,2515.1
9.7543042,46.8283935,2516.1
9.754369,46.8284339,2516.8
9.7543873,46.8284981,2516.9
9.7543381,46.8285604,2517.2
9.7542394,46.8285902,2517.9
9.7541352,46.8285805,2518.9
9.7540577,46.8285401,2519.6
9.7540247,46.8284815,2520.1
9.7540347,46.8284202,2521.2
9.7540773,46.8283708,2521.9
9.7541505,46.8283436,2522.2
9.7542429,46.8283415,2522.8
9.7543367,46.828362,2523.6
9.7544233,46.8283926,2524.6
9.754489,46.8284393,2524.9
9.7545049,46.828506,2525.1
9.7544719,46.8285767,2525.9
9.75445,46.8286475,2527.0
9.7544785,46.8287137,2527.9
9.7545515,46.8287545,2528.2
9.7546453,46.8287496,2528.6
9.7547287,46.8287118,2530.5
9.7548011,46.828672,2532.5
9.7548868,46.8286626,2533.6
9.7549539,46.8287037,2534.5
9.7549553,46.8287735,2535.5
9.7548935,46.8288338,2537.2
9.7548025,46.8288688,2538.9
9.7547123,46.8288674,2540.6
9.7546508,46.8288292,2541.7
9.7546492,46.8287697,2542.5
9.7547035,46.8287177,2544.1
9.7547888,46.8286964,2545.5
9.7548786,46.8287166,2546.6
9.7549456,46.8287691,2547.9
9.7549667,46.8288411,2548.8
9.7549382,46.8289154,2550.1
9.7548782,46.8289783,2551.8
9.7547998,46.829011,2552.8
9.7547229,46.8289973,2552.9
9.7546857,46.8289418,2553.0
9.7546975,46.8288725,2554.5
9.7547379,46.8288141,2556.9
9.7548012,46.8287776,2558.6
9.7548878,46.828778,2559.1
9.7549622,46.8288233,2559.8
9.7549847,46.8288961,2561.1
9.7549473,46.8289658,2562.6
9.7548714,46.829004,2564.5
9.7547929,46.8289959,2566.0
9.7547464,46.8289525,2567.2
9.7547422,46.8288958,2568.1
9.7547843,46.8288468,2569.0
9.7548636,46.828819,2570.0
9.7549583,46.8288228,2571.1
9.7550451,46.8288557,2571.8
9.7551286,46.828901,2572.7
9.7552166,46.8289255,2574.3
9.7553005,46.8289174,2575.0
9.7553806,46.8288915,2575.3
9.755457,46.8288533,2575.4
9.7555434,46.8288172,2575.7
9.7556467,46.8287979,2576.7
9.7557538,46.828784,2578.3
9.7558523,46.8287681,2580.8
9.7559437,46.8287647,2583.2
9.7560149,46.8287998,2584.2
9.7560228,46.8288687,2584.2
9.755957,46.8289269,2584.1
9.7558612,46.8289394,2584.3
9.7557907,46.8289072,2584.2
9.7557657,46.8288485,2584.4
9.7557704,46.8287829,2586.3
9.7557861,46.8287231,2588.8
9.7557906,46.8286685,2590.9
9.755741,46.8286304,2591.3
9.755641,46.8286331,2592.0
9.7555442,46.828678,2593.5
9.7554942,46.8287479,2595.0
9.7555073,46.8288195,2596.2
9.7555772,46.8288668,2596.5
9.7556767,46.8288764,2596.9
9.7557707,46.8288549,2598.9
9.7558368,46.8288168,2601.7
9.755849,46.8287712,2602.7
9.7229676,46.7856889,2301.4
9.7230636,46.7856484,2303.0
9.7231336,46.785587,2304.5
9.7231425,46.7855155,2304.4
