long,lat,height-above-ellipsoid
10.3680048,48.9344198,1072.2
10.3680102,48.9342951,1070.8
10.3680009,48.9341724,1070.2
10.3679841,48.9340555,1070.3
10.3679587,48.9339437,1069.6
10.3679257,48.933834,1067.9
10.3678952,48.9337195,1065.2
10.367874,48.9335979,1062.8
10.3678619,48.9334701,1061.8
10.367858,48.933342,1060.9
10.3678676,48.9332166,1061.0
10.3678788,48.933096,1060.2
10.3679072,48.9329732,1058.9
10.3679612,48.9328451,1057.7
10.3680309,48.9327184,1057.2
10.3681032,48.9325945,1056.6
10.36817,48.9324695,1054.9
10.3682462,48.9323454,1053.4
10.3683335,48.9322195,1051.9
10.3684209,48.9320945,1050.3
10.3685047,48.9319724,1049.1
10.3685881,48.9318497,1047.6
10.3686734,48.9317274,1046.0
10.3687435,48.9316012,1043.3
10.3687938,48.9314706,1041.1
10.3688509,48.9313365,1038.7
10.3689355,48.9312028,1037.5
10.3690329,48.93107,1037.3
10.3691291,48.930937,1036.2
10.3692165,48.9308038,1035.3
10.3693046,48.9306747,1034.6
10.3694106,48.9305489,1033.8
10.3695351,48.9304347,1033.8
10.3696695,48.9303265,1033.3
10.3698058,48.9302231,1032.5
10.3699565,48.9301228,1030.9
10.3701183,48.9300282,1030.3
10.3702664,48.9299248,1029.2
10.3704041,48.9298215,1028.3
10.3705448,48.9297204,1028.0
10.370686,48.9296208,1026.3
10.3708363,48.9295235,1024.5
10.3709977,48.9294284,1022.6
10.3711661,48.9293399,1020.8
10.3713388,48.9292539,1019.0
10.3715106,48.9291672,1017.3
10.3716799,48.9290798,1016.5
10.3718413,48.928986,1015.5
10.3719915,48.9288894,1014.4
10.3721325,48.9287918,1013.0
10.3722754,48.9286947,1011.3
10.3724327,48.9286002,1009.3
10.3726061,48.9285135,1007.8
10.3727887,48.9284326,1006.4
10.3729764,48.9283559,1005.2
10.3731641,48.9282865,1004.9
10.3733405,48.9282192,1005.0
10.3735003,48.9281456,1005.6
10.373649,48.9280665,1006.1
10.3737911,48.9279847,1005.7
10.3739339,48.9279053,1005.6
10.3740858,48.9278297,1006.2
10.3742454,48.9277684,1007.6
10.3744092,48.9277155,1007.8
10.3745764,48.9276646,1008.0
10.374746,48.9276152,1010.0
10.3749046,48.9275659,1013.0
10.3750454,48.9275163,1015.9
10.3751708,48.927467,1018.9
10.3752801,48.9274102,1021.3
10.3753734,48.9273411,1022.9
10.3754188,48.927262,1023.2
10.3753905,48.927186,1024.9
10.3753258,48.9271258,1027.3
10.3752548,48.9271003,1030.0
10.3751874,48.9270908,1032.5
10.3751337,48.9270645,1034.9
10.3750825,48.9270347,1037.0
10.3750456,48.9269925,1038.9
10.3750522,48.9269289,1040.8
10.3751202,48.9268604,1040.7
10.375251,48.9268068,1042.2
10.3754072,48.9267794,1044.1
10.3755582,48.9267797,1046.1
10.3756798,48.9268237,1047.8
10.3756992,48.9268712,1046.5
10.375669,48.926925,1048.4
10.3756209,48.9269542,1050.8
10.3755765,48.9269618,1052.6
10.3755393,48.9269384,1054.6
10.3755453,48.9268796,1056.5
10.3756292,48.9268162,1057.1
10.3757696,48.9267694,1059.2
10.3759308,48.9267509,1062.0
10.3760813,48.9267621,1064.2
10.3762122,48.9268025,1066.0
10.3762865,48.926869,1067.3
10.3762939,48.9269446,1069.0
10.3762537,48.926997,1070.5
10.3761828,48.9270115,1071.1
10.3761076,48.9269889,1073.1
10.3760604,48.9269376,1075.4
10.3817971,48.8965774,1143.5
10.3818003,48.8964084,1139.1
10.38181,48.8962482,1135.3
10.3818239,48.8960935,1131.6
10.3818418,48.8959428,1128.9
10.3818619,48.8957965,1126.0
10.3818862,48.8956544,1123.0
10.381917,48.8955127,1121.2
10.3819502,48.8953681,1119.5
10.3819913,48.8952203,1117.9
10.3820462,48.8950751,1117.0
10.3821079,48.8949303,1116.4
10.3821664,48.8947847,1115.4
10.3822108,48.8946471,1114.3
10.3822526,48.8945062,1112.8
10.3822902,48.8943633,1111.4
10.3823177,48.8942256,1111.2
10.3823367,48.8940919,1110.9
10.3823531,48.8939628,1109.8
10.3823756,48.893838,1108.3
10.3823941,48.8937122,1106.9
10.3824071,48.8935839,1105.8
10.3824133,48.8934561,1104.0
10.3824116,48.8933279,1101.4
10.3824067,48.893195,1098.7
10.3824052,48.8930585,1096.7
10.382405,48.8929224,1095.5
10.3824035,48.8927873,1093.7
10.3823969,48.8926547,1091.7
10.382379,48.892524,1090.7
10.3823497,48.8923998,1089.5
10.3823173,48.8922799,1088.6
10.382284,48.8921644,1088.0
10.3822469,48.8920466,1087.2
10.3822115,48.8919329,1086.3
10.3821763,48.8918208,1084.7
10.3821323,48.8917085,1082.3
10.3820817,48.8915938,1079.8
10.3820343,48.8914754,1078.2
10.381988,48.891355,1076.1
10.3819389,48.8912369,1074.5
10.3818821,48.8911234,1073.5
10.3818155,48.8910174,1072.9
10.3817516,48.8909144,1072.8
10.3816935,48.8908045,1072.7
10.3816355,48.8906956,1072.1
10.3815747,48.8905935,1071.6
10.3815116,48.8904919,1070.5
10.38146,48.8903887,1069.6
10.3814235,48.8902792,1069.2
10.381398,48.8901727,1068.5
10.3813843,48.8900648,1068.8
10.3813698,48.8899576,1067.6
10.381359,48.8898501,1065.8
10.3813715,48.88974,1065.3
10.3814315,48.8896315,1065.5
10.3815288,48.8895302,1065.0
10.3816411,48.8894301,1064.6
10.3817541,48.8893273,1065.0
10.381848,48.889222,1065.8
10.3819291,48.8891183,1066.4
10.3820089,48.8890225,1066.6
10.3821023,48.8889304,1066.3
10.3822128,48.8888385,1065.7
10.3823333,48.8887483,1065.2
10.3824607,48.8886585,1064.8
10.3825788,48.8885664,1064.9
10.3826828,48.8884724,1064.9
10.3827631,48.8883727,1064.7
10.3828141,48.8882721,1064.7
10.3828505,48.8881735,1065.1
10.3828862,48.8880771,1065.6
10.3829239,48.8879814,1065.6
10.3829593,48.8878866,1065.6
10.3829903,48.8877944,1065.5
10.3830175,48.8877038,1065.3
10.3830375,48.8876146,1065.6
10.3830477,48.8875218,1064.9
10.3830579,48.8874217,1063.6
10.3830787,48.8873195,1063.8
10.3831088,48.8872215,1064.7
10.3831498,48.8871273,1065.5
10.3832179,48.8870401,1065.8
10.3833091,48.8869582,1066.0
10.3834027,48.886875,1066.5
10.3834834,48.8867916,1067.6
10.3835493,48.8867029,1067.6
10.3836093,48.8866146,1068.3
10.3836643,48.8865256,1069.0
10.3837249,48.8864364,1069.5
10.3838021,48.8863494,1070.1
10.383897,48.8862662,1070.0
10.3840075,48.8861881,1069.7
10.3841172,48.8861043,1068.9
10.3842163,48.8860111,1067.7
10.3843032,48.8859109,1066.9
10.3843763,48.8858042,1066.4
10.3844462,48.8856939,1066.1
10.3845185,48.8855863,1066.1
10.3845834,48.8854763,1064.4
10.3846476,48.8853592,1062.3
10.3847173,48.8852374,1061.2
10.3847855,48.8851128,1059.7
10.3848401,48.8849886,1058.6
10.3848857,48.8848643,1058.4
10.3849409,48.8847545,1059.9
10.3850118,48.8846595,1061.0
10.3850842,48.8845715,1060.2
10.3851609,48.8844831,1059.0
10.3852349,48.8843862,1055.6
10.3853016,48.8842755,1052.6
10.3853608,48.8841522,1050.7
10.385413,48.8840222,1047.9
10.3854638,48.883891,1045.1
10.3855158,48.8837632,1043.7
10.385568,48.8836375,1042.5
10.3856266,48.8835156,1041.2
10.3856833,48.883397,1039.7
10.3857379,48.8832763,1038.5
10.3857915,48.8831533,1037.2
10.3858421,48.8830304,1035.8
10.3858822,48.8829082,1034.4
10.385904,48.8827852,1033.8
10.385912,48.8826652,1032.0
10.3859172,48.8825398,1031.8
10.3859092,48.8824156,1032.3
10.3858905,48.8823032,1035.6
10.3858757,48.8822064,1038.7
10.3858964,48.8821183,1040.3
10.3859444,48.8820297,1041.7
10.3859828,48.8819403,1042.6
10.3860122,48.8818511,1044.3
10.3860292,48.8817642,1045.3
10.3860446,48.8816796,1046.6
10.3860724,48.8815899,1048.3
10.3861124,48.8814954,1047.5
10.3861552,48.8813926,1044.8
10.3861941,48.8812762,1044.3
10.3862178,48.8811531,1043.2
10.3862353,48.8810304,1039.5
10.3862603,48.8808965,1038.3
10.3862908,48.8807646,1040.4
10.3863276,48.8806398,1041.2
10.3863773,48.8805247,1043.3
10.3864244,48.8804183,1044.6
10.3864533,48.8803181,1045.7
10.3864722,48.8802176,1046.3
10.3865051,48.8801177,1048.0
10.3865543,48.8800189,1049.3
10.3866174,48.8799246,1049.8
10.3866675,48.8798262,1050.5
10.3866899,48.8797235,1050.7
10.386701,48.8796247,1051.7
10.3867063,48.8795251,1051.0
10.3867333,48.8794128,1051.3
10.3867665,48.8793016,1052.0
10.3867943,48.8791982,1052.2
10.3868144,48.8790906,1051.1
10.3868385,48.8789796,1051.4
10.3868722,48.8788703,1051.9
10.3869171,48.8787653,1052.8
10.3869662,48.8786624,1053.9
10.3870052,48.8785591,1056.0
10.387044,48.8784576,1057.7
10.3871162,48.878362,1059.3
10.3872265,48.8782805,1061.3
10.3873602,48.8782118,1063.5
10.3874959,48.8781443,1066.1
10.3876356,48.8781033,1069.1
10.387744,48.8781139,1072.7
10.3877806,48.8781533,1074.5
10.3877543,48.8781752,1076.9
10.3876993,48.8781634,1080.7
10.3876759,48.8781099,1083.8
10.3876945,48.878018,1087.1
10.3877494,48.8779485,1090.1
10.3878457,48.8779015,1089.7
10.387986,48.8778661,1092.4
10.3881227,48.8778661,1096.6
10.3882312,48.8778776,1099.8
10.3882998,48.8779009,1103.0
10.3883175,48.8779285,1106.0
10.3882962,48.8779319,1106.3
10.3882484,48.8778984,1109.0
10.3882424,48.8778209,1111.4
10.3883097,48.877733,1114.4
10.3884344,48.8776678,1117.6
10.3885738,48.8776329,1121.2
10.3886919,48.877633,1123.6
10.3887764,48.8776576,1126.7
10.3888287,48.8776922,1130.3
10.3888432,48.8777212,1132.5
10.3888143,48.8777332,1133.9
10.3887538,48.8777053,1135.4
10.3887315,48.8776211,1137.3
10.3887503,48.8775135,1142.1
10.3888114,48.8774174,1145.9
10.3889145,48.8773412,1148.8
10.3890518,48.8772896,1152.6
10.3892002,48.8772589,1156.5
10.3893403,48.8772553,1161.4
10.3894549,48.8772732,1165.2
10.3895401,48.8773112,1168.2
10.3895948,48.8773579,1171.6
10.3896147,48.8773989,1175.0
10.3896013,48.8774301,1177.6
10.389549,48.877434,1177.6
10.389493,48.8773952,1179.4
10.3894983,48.8773085,1179.6
10.3895608,48.8772134,1182.3
10.3896628,48.8771318,1185.7
10.3897742,48.877052,1188.7
10.3898587,48.8769613,1191.1
10.3898977,48.8768627,1192.8
10.3898884,48.8767705,1195.2
10.3898459,48.8767168,1197.6
10.3898275,48.8767233,1198.5
10.389861,48.8767565,1200.9
10.3899371,48.8767829,1202.4
10.3900552,48.8767975,1203.8
10.3902016,48.8767939,1206.5
10.3903321,48.8768032,1208.4
10.3904041,48.8768398,1211.0
10.3904194,48.8768742,1213.6
10.39039,48.8768917,1214.1
10.3903313,48.8768735,1215.3
10.3902819,48.8768247,1215.8
10.3902912,48.8767421,1218.0
10.3903467,48.8766538,1221.0
10.3904229,48.8765772,1221.1
10.3905558,48.8765094,1223.3
10.3907114,48.8764526,1226.5
10.3908536,48.8764177,1230.0
10.3909725,48.876426,1233.3
10.3910191,48.8764464,1233.3
10.3910011,48.8764646,1235.1
10.3909524,48.8764517,1236.1
10.3908947,48.876409,1238.2
10.3908465,48.8763507,1240.7
10.3908181,48.8762745,1243.2
10.391149,48.8760231,1310.1
10.3912931,48.8760079,1311.2
10.3914297,48.8759464,1311.6
10.3915266,48.8758622,1312.9
10.3915881,48.8757694,1314.3
10.3916259,48.8756782,1316.3
10.3916345,48.8755967,1318.1
10.3916196,48.875527,1320.0
10.3915962,48.8754643,1322.9
10.3915847,48.8754057,1324.0
10.3916202,48.8753339,1324.4
10.3917236,48.875275,1324.1
10.3918744,48.8752318,1325.7
10.3920272,48.8752193,1326.1
10.3921708,48.8752385,1326.2
10.3923045,48.8752714,1326.5
10.3924185,48.8753073,1326.0
10.3924892,48.8753604,1328.6
10.3925205,48.8754078,1328.9
10.3925163,48.8754468,1329.7
10.3924842,48.8754661,1329.7
10.3924381,48.8754503,1330.3
10.3924129,48.8754072,1330.6
10.3924073,48.8753392,1331.7
10.3924097,48.8752635,1333.6
10.3923951,48.875194,1334.9
10.3923646,48.875136,1336.0
10.3923242,48.8750853,1337.3
10.3922699,48.8750471,1337.9
10.3922034,48.8750152,1337.6
10.392144,48.8749628,1337.3
10.3921071,48.8748835,1337.8
10.3920793,48.874804,1337.4
10.3920461,48.8747246,1335.2
10.3920111,48.8746282,1334.7
10.3919917,48.8745296,1336.0
10.3919909,48.8744369,1337.6
10.39201,48.874342,1338.3
10.3920438,48.8742475,1339.5
10.3920723,48.8741552,1339.8
10.3920715,48.8740765,1338.8
10.3920395,48.8740062,1336.8
10.3919977,48.8739345,1336.1
10.3919502,48.873849,1335.6
10.391885,48.8737668,1333.6
10.391806,48.8736883,1333.4
10.3917195,48.873618,1332.3
10.3916305,48.8735461,1330.9
10.3915418,48.8734645,1329.9
10.3914601,48.8733706,1328.8
10.3913904,48.8732688,1326.4
10.3913345,48.8731512,1323.1
10.3913058,48.8730218,1320.4
10.391304,48.8728807,1318.1
10.3913048,48.8727399,1315.5
10.3912926,48.8726014,1313.4
10.3912681,48.8724625,1310.2
10.3912525,48.8723168,1307.2
10.3912519,48.8721658,1304.9
10.39126,48.8720154,1302.0
10.3912832,48.8718654,1298.9
10.3913138,48.871714,1296.5
10.3913325,48.8715646,1293.1
10.3913357,48.871413,1290.4
10.3913192,48.871264,1286.6
10.3912979,48.8711153,1282.4
10.391282,48.8709637,1279.1
10.3912678,48.8708097,1276.2
10.3912496,48.870659,1274.7
10.3912194,48.8705112,1273.5
10.3911823,48.8703728,1272.3
10.3911412,48.8702391,1269.5
10.3911096,48.8701017,1266.6
10.391085,48.8699541,1263.5
10.3910658,48.8698055,1261.0
10.391052,48.8696597,1260.2
10.3910325,48.8695207,1258.7
10.3910109,48.8693912,1258.2
10.3909898,48.8692639,1257.7
10.3909722,48.8691372,1256.4
10.3909576,48.8690085,1255.7
10.3909417,48.8688839,1254.6
10.3909286,48.8687614,1253.8
10.3909145,48.8686401,1252.5
10.3908928,48.8685167,1251.8
10.3908676,48.8683963,1250.7
10.390839,48.8682785,1248.9
10.39082,48.8681561,1247.7
10.3908172,48.8680288,1244.8
10.3908175,48.8678958,1242.5
10.3908131,48.8677651,1240.2
10.3908054,48.8676302,1238.4
10.3907868,48.8674944,1237.4
10.3907523,48.8673632,1235.8
10.3907104,48.8672393,1234.3
10.3906771,48.8671138,1233.2
10.3906563,48.8669871,1232.5
10.3906369,48.8668607,1232.6
10.3906068,48.8667403,1232.4
10.3905679,48.8666258,1231.9
10.3905221,48.8665152,1232.3
10.390476,48.8664069,1232.3
10.390434,48.8662991,1231.9
10.3903985,48.866183,1232.5
10.3903734,48.866064,1232.8
10.3903741,48.8659441,1233.5
10.3903843,48.8658262,1233.3
10.3903983,48.8657074,1233.2
10.3904196,48.8655874,1233.8
10.390453,48.865469,1234.6
10.3904961,48.8653565,1234.8
